text,intent,style
15 mins late pahunchunga tyre puncture hai,report_delay,abbreviated
yaar bheed ki wjh se aadh ghanta late honga,report_delay,abbreviated
late ho jaunga 20 min,report_delay,augmented_spelling
bhai traffic ki wajah se aadh ghanta late honga,report_delay,abbreviated
guru next odrer ka address batao,get_address,augmented_spelling
aadh ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
bhaiya tyer puncture ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
guru customer phone nahi utha raha,customer_unavailable,abbreviated
late ho jaunga 20 min,report_delay,casual_hindi
ustad map stuck ho gaya h,navigation_help,abbreviated
traffic ki wajah se 10 minute late honga,report_delay,augmented_spelling
item missing hai,order_issue,augmented_spelling
boss baarish ki wajah se 5 min late honga,report_delay,abbreviated
aadh ghnata late pahunchunga tyre puncture hai,report_delay,augmented_spelling
ustad tyre puncture ki wajah se 20 min late honga,report_delay,casual_hindi
bawa traffic ki wajah se 5 min late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga bheed h,report_delay,abbreviated
baarish ke karan delay hoga,report_delay,abbreviated
10 minute late pahunchunga yre puncture hai,report_delay,augmented_spelling
guru baarish ki wajah se 10 minute late honga,report_delay,abbreviated
20 min late pahunchunga baairsh hai,report_delay,augmented_spelling
ustad order cancel kar do,order_issue,casual_hindi
10 minute late pahunchunga accident hai,report_delay,augmented_spelling
package damage ho gaya,order_issue,abbreviated
10 minute late pahunchunga baarish h,report_delay,abbreviated
late ho juanga 5 min,report_delay,augmented_spelling
late ho jaunga 15 mins,report_delay,casual_hindi
bhaiya tyre puncture ki wajah se aadh ghanta late honga,report_delay,abbreviated
yaar map stuck ho gaya hai,navigation_help,abbreviated
loaction samajh nahi aa raha,navigation_help,augmented_spelling
yaar next order ka address batao,get_address,casual_hindi
bhaiya bheed ki wajah se ek ghanta late honga,report_delay,augmented_spelling
bhaiya traffic ki wajah se 5 min late onga,report_delay,augmented_spelling
boss petrol khatam ki wjh se aadh ghanta late honga,report_delay,abbreviated
5 min late pahunchunga bheed h,report_delay,abbreviated
bhaiya petrol khatam ki wajah se 15 mins late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga tyre puncture hai,report_delay,abbreviated
10 minute late pahunchunga tyre puncture hai,report_delay,augmented_spelling
tyre puncture ki wajah se 5 min late honga,report_delay,abbreviated
15 mins late pahunchunga accident hai,report_delay,augmented_spelling
bhaiya tyre puncture ki wajah se 15 mins late honga,report_delay,casual_hindi
customer phone nhi utha raha,customer_unavailable,abbreviated
petrol khatam ke karan delay hoga,report_delay,abbreviated
yaar customer kidhar hai,get_address,casual_hindi
bawa petrol khatam ki vjh se 10 minute late honga,report_delay,abbreviated
bhai map stuck ho gaya hai,navigation_help,casual_hindi
mahoday map kaam nahi kar raha,navigation_help,augmented_spelling
boss baarish ki vjh se aadh ghanta late honga,report_delay,abbreviated
rasta dikhao ustad,navigation_help,casual_hindi
aadh ghanta late pahunchunga tyre puncture hai,report_delay,abbreviated
5 min late pahunchunga tyre puncture hai,report_delay,augmented_spelling
late ho jaunga 5 min,report_delay,casual_hindi
late ho jaunga aadh gahnta,report_delay,augmented_spelling
location send karo bhaiya,get_address,augmented_spelling
traffic ki wajah se 02 min late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga accident hai,report_delay,abbreviated
guru bheed ki wajah se 10 minute late honga,report_delay,casual_hindi
accident ki wajah se 20 min late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga tyre punctur hai,report_delay,augmented_spelling
late ho jaunga ek ghanta,report_delay,casual_hindi
accident ki waja se 20 min late honga,report_delay,augmented_spelling
bawa baarish ki vjh se 15 mins late honga,report_delay,abbreviated
gate par koi ni hai bhaiya,customer_unavailable,abbreviated
late ho jaunag 15 mins,report_delay,augmented_spelling
boss bheed ki wjh se 15 mins late honga,report_delay,abbreviated
aadh ghanta late pahunchunga accident hai,report_delay,abbreviated
sir map kaam nahi kar raha,navigation_help,augmented_spelling
20 min late pahunchunga tyre puncture h,report_delay,abbreviated
ustad petrol khatam ki wajah se aadh ghanta late honga,report_delay,casual_hindi
ek ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
kripya mujhe aane mein 5 min lagenge,report_delay,abbreviated
boss baarish ki wajah se 5 min late honga,report_delay,augmented_spelling
hbaiya petrol khatam ki wajah se ek ghanta late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga bheed hai,report_delay,abbreviated
10 minute late pahunchunga petrol khatam hai,report_delay,augmented_spelling
yaar baarish ki wajah se 10 minute late honga,report_delay,abbreviated
late ho jaunga ek ghanta,report_delay,casual_hindi
aadh ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
5 min late pahunchunga petrol khatam hai,report_delay,casual_hindi
15 mins late pahunchunga accident h,report_delay,abbreviated
customer mil nhi raha,customer_unavailable,abbreviated
mahoday mujhe aane mein 10 minute lagenge,report_delay,abbreviated
15 mins late pahunchunga accident h,report_delay,abbreviated
boss petrol khatam ki awjah se 10 minute late honga,report_delay,augmented_spelling
10 minute late pahunchunga tyre puncture hai,report_delay,abbreviated
ek ghanta late pahunchunga accident hai,report_delay,augmented_spelling
5 min late pahunchunga baarish hai,report_delay,augmented_spelling
sir mujhe aane mien aadh ghanta lagenge,report_delay,augmented_spelling
20 min lte pahunchunga bheed hai,report_delay,augmented_spelling
5 min late pahunchunga baarish hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga tyre puncture hai,report_delay,casual_hindi
aadh ghanta late pahunchunga accident h,report_delay,abbreviated
bheed ki wjh se 5 min late honga,report_delay,abbreviated
bawa tyre puncture ki waah se aadh ghanta late honga,report_delay,augmented_spelling
boss bheed ki wjh se 15 mins late honga,report_delay,abbreviated
aadh ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
20 min late pahunchunga accident hai,report_delay,casual_hindi
bawa tyre puncture ki wajah se 20 min late honga,report_delay,augmented_spelling
20 min late pahunchunga traffic h,report_delay,abbreviated
aadh ghata late pahunchunga accident hai,report_delay,augmented_spelling
bawa traffic ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
15 mins late pahunchunga bheed h,report_delay,abbreviated
accident ki wajah se 15 min late honga,report_delay,augmented_spelling
petrol khatam ki wjh se 5 min late honga,report_delay,abbreviated
ustad baarish ki vjh se 20 min late honga,report_delay,abbreviated
5 min late pahunchunga bhed hai,report_delay,augmented_spelling
kripya mujhe aane mein 15 mins algenge,report_delay,augmented_spelling
yaar traffic ki wajah se ek ghanta late honga,report_delay,augmented_spelling
late ho jaunga ek ghanta,report_delay,augmented_spelling
bhai accident ki wajah se ek ghanta late onga,report_delay,augmented_spelling
petrol khatam ke karan delay hoga,report_delay,abbreviated
sir mujhe aane mein 15 mins lagenge,report_delay,abbreviated
ek ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
bheed ki wjh se 20 min late honga,report_delay,abbreviated
bhaiya traffic ki wajah se 15 mins late honga,report_delay,casual_hindi
aadh ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
yaar petrol khatam ki wajah se 01 minute late honga,report_delay,augmented_spelling
yaar petrol khatam ki wajah se aadh ghanta late hogna,report_delay,augmented_spelling
bhai tyre puncture ki wajah se 5 min late honga,report_delay,casual_hindi
10 minute late pahunchunga tyre puncture h,report_delay,abbreviated
rasta dikhao bhaiya,navigation_help,casual_hindi
ek ghanta late pahunchuna tyre puncture hai,report_delay,augmented_spelling
darwaza band hai,customer_unavailable,formal_hindi
number not reachable h,customer_unavailable,abbreviated
late ho jaunga 20 min,report_delay,abbreviated
5 min late pahunchunga baarish h,report_delay,abbreviated
bhaiya petrol khatam ki wajah se ek ghanta late honga,report_delay,abbreviated
10 minute late pahunchunga baarish hai,report_delay,casual_hindi
yaar baarish ki wjh se 20 min late honga,report_delay,abbreviated
20 min late pahunchunga tyre puncture h,report_delay,abbreviated
ustad customer phone nahi utha raha,customer_unavailable,casual_hindi
late ho jaunga adh ghanta,report_delay,augmented_spelling
10 minute lte pahunchunga traffic hai,report_delay,augmented_spelling
ek ghanta late pahunchunga accident h,report_delay,abbreviated
20 min late pahunchunga baarish hai,report_delay,casual_hindi
ek ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
ek ghanta late pahunchunga traffic h,report_delay,abbreviated
guru tyre puncture ki vjh se ek ghanta late honga,report_delay,abbreviated
ek ghanta late pahunchunga traffic hai,report_delay,casual_hindi
gate pa koi nahi hai bhaiya,customer_unavailable,augmented_spelling
bhaiya traffic ki wajah se 15 mins late honga,report_delay,augmented_spelling
bhai tyre puncture ki wajah se 20 min late honga,report_delay,abbreviated
bhai customer phone nahi uta raha,customer_unavailable,augmented_spelling
number not reacahble hai,customer_unavailable,augmented_spelling
bawa accident ki wajah se 10 minute late honga,report_delay,augmented_spelling
aadh ghana late pahunchunga bheed hai,report_delay,augmented_spelling
20 min late pahunchunga traffic hai,report_delay,abbreviated
bhaiy atraffic ki wajah se 20 min late honga,report_delay,augmented_spelling
location samajh nai aa raha,navigation_help,abbreviated
15 mins late pahunchunga tyre puncture h,report_delay,abbreviated
mahoday mujhe aane mein 20 min lagenge,report_delay,abbreviated
ek ghanta late pahunchunga accident h,report_delay,abbreviated
bawa accident ki wajah se 10 minute late honga,report_delay,abbreviated
20 min late pahunchunga accident h,report_delay,abbreviated
bh traffic ki wjh se aadh ghanta late honga,report_delay,abbreviated
ustad bheed ki wajah se ek ghnata late honga,report_delay,augmented_spelling
15 mins late pahunchunga tyre puncture hai,report_delay,augmented_spelling
yaar accident ki wjh se 20 min late honga,report_delay,abbreviated
bawa orderc ancel kar do,order_issue,augmented_spelling
gps hang ho gaya,navigation_help,abbreviated
traffic ke karan delay hoga,report_delay,augmented_spelling
item missing h,order_issue,abbreviated
ek ghanta late pahunchunga accident hai,report_delay,augmented_spelling
galat order de diya hai,order_issue,casual_hindi
boss baarish ki wjh se 5 min late honga,report_delay,abbreviated
guru tyre puncture ki wajah se ek ghanta late honga,report_delay,abbreviated
bhaiya traffic ki wajah se 5 min late honga,report_delay,casual_hindi
kripya grahak ka location bhejein,get_address,formal_hindi
bhaiya customer phone nahi utha raha,customer_unavailable,abbreviated
customer mil nahi rhaa,customer_unavailable,augmented_spelling
10 mniute late pahunchunga baarish hai,report_delay,augmented_spelling
ek ghanta late pahunchunga bheed hai,report_delay,abbreviated
20 min late pahunchunga tyre puncture hai,report_delay,abbreviated
15 mins late pahunchunga tyre puncture hai,report_delay,abbreviated
bheed ki wjaah se 5 min late honga,report_delay,augmented_spelling
boss baarish ki wajah se 15 mins late honga,report_delay,abbreviated
galat order de diya hai,order_issue,augmented_spelling
number not reachable h,customer_unavailable,abbreviated
bawa tyre puncture ki wajah se ek ghanta late honga,report_delay,augmented_spelling
late ho jaunga 10 minute,report_delay,abbreviated
late ho aunga 10 minute,report_delay,augmented_spelling
boss traffic ki wajah e ek ghanta late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga petrol khatam hai,report_delay,casual_hindi
20 min late pahunchunga tyre puncture h,report_delay,abbreviated
bhai tyre puncture ki vjh se 10 minute late honga,report_delay,abbreviated
20 min late pahunchunga petrol khatam hai,report_delay,casual_hindi
kripya mujhe aane mein ek ghanta lagenge,report_delay,formal_hindi
baw tyre puncture ki wajah se 10 minute late honga,report_delay,augmented_spelling
boss accident ki wajah s e20 min late honga,report_delay,augmented_spelling
bhed ke karan delay hoga,report_delay,augmented_spelling
kripy amujhe aane mein aadh ghanta lagenge,report_delay,augmented_spelling
galat order e diya hai,order_issue,augmented_spelling
loctaion send karo guru,get_address,augmented_spelling
late ho jaunga 10 minue,report_delay,augmented_spelling
10 minute late pahunchung atraffic hai,report_delay,augmented_spelling
5 min late pahunchunga tyre punctue hai,report_delay,augmented_spelling
15 mins late pahunchunga bheed h,report_delay,abbreviated
15 mins late phaunchunga bheed hai,report_delay,augmented_spelling
15 mins late pahunchunga petrol khatam h,report_delay,abbreviated
20 min late pahunchunga petrol khatam hai,report_delay,casual_hindi
petrol khatam ke karan delay hoga,report_delay,abbreviated
15 mins late pahunchunga petrol khatam hai,report_delay,abbreviated
yaar bheed ki wajah se 10 minute late honga,report_delay,abbreviated
guru traffic ki wajah se 20 min late honga,report_delay,abbreviated
ustad traffic ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
late ho jaunga ek ghanta,report_delay,abbreviated
boss bheed ki vjh se 5 min late honga,report_delay,abbreviated
aadh gahnta late pahunchunga bheed hai,report_delay,augmented_spelling
5 min late pauhnchunga bheed hai,report_delay,augmented_spelling
10 minute late pahunchunga tyre puncture h,report_delay,abbreviated
20 min late pahunchunga accident hai,report_delay,casual_hindi
galat order de diya hai,order_issue,abbreviated
guru bheed ki wajah se 20 min late honga,report_delay,augmented_spelling
guru accidnt ki wajah se ek ghanta late honga,report_delay,augmented_spelling
kripya mujhe aane mein e ghanta lagenge,report_delay,augmented_spelling
aadh ghanta late pahunchunga traffic hai,report_delay,abbreviated
boss petrol khatam ki wjh se 10 minute late honga,report_delay,abbreviated
guru petrol khatam ki wajah se 15 mins late honga,report_delay,casual_hindi
late ho jaunga 10 minute,report_delay,casual_hindi
5 min late pahunchung baarish hai,report_delay,augmented_spelling
bawa baarihs ki wajah se 15 mins late honga,report_delay,augmented_spelling
bawa accident ki wajah se 10 minute late honga,report_delay,augmented_spelling
guru petol khatam ki wajah se 10 minute late honga,report_delay,augmented_spelling
yaar petrol khatam ki wjh se 10 minute late honga,report_delay,abbreviated
sir grahak ka location bhejein,get_address,augmented_spelling
ek ghanta late pahunchunga traffic h,report_delay,abbreviated
ustad customer kidhar h,get_address,abbreviated
bhaiya tyre puncture ki wajah se 5 min late honga,report_delay,casual_hindi
boss bheed ki wajah se ek ghanta late honga,report_delay,casual_hindi
late ho jaunga 10 minute,report_delay,abbreviated
bawa petrol khatam ki wajah se 20 min late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga traffich ai,report_delay,augmented_spelling
bhaiya traffic ki wajah se 15 mins late honga,report_delay,augmented_spelling
yaar petrol khatam ki vjh se aadh ghanta late honga,report_delay,abbreviated
15 mins late pahunchunga traffic hai,report_delay,casual_hindi
01 minute late pahunchunga bheed hai,report_delay,augmented_spelling
boss traffic ki wajah se aadh ghana late honga,report_delay,augmented_spelling
gps hang ho gaya,navigation_help,casual_hindi
10 minute late pahunchunga baarish hai,report_delay,casual_hindi
aadh ghanta late pahunchunga petrol khatam hai,report_delay,augmented_spelling
5 min late pahunchunga bheed h,report_delay,abbreviated
bawa tyre puncture ki wajah se 5 min late honga,report_delay,abbreviated
boss accident ki wjh se 15 mins late honga,report_delay,abbreviated
kripya mujhe aane mein 5 mi nlagenge,report_delay,augmented_spelling
aadh ghanta late pahunchunga traffic h,report_delay,abbreviated
bawa accident ki vjh se 20 min late honga,report_delay,abbreviated
customer il nahi raha,customer_unavailable,augmented_spelling
ustad tyre puncture ki vjh se aadh ghanta late honga,report_delay,abbreviated
ek ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
bawa petrol khatam ki wajah se ek ghanta late honga,report_delay,casual_hindi
bheed ki wjh se ek ghanta late honga,report_delay,abbreviated
bheed ke karan delay hoga,report_delay,abbreviated
bhaiya baarish ki wajah se 5 min late honga,report_delay,casual_hindi
5 min late pahunchunga baarish h,report_delay,abbreviated
bhaiya tyre puncture ki vjh se 20 min late honga,report_delay,abbreviated
aadh ghanta late pahunchunga traffic h,report_delay,abbreviated
5 min late pahunchugna tyre puncture hai,report_delay,augmented_spelling
bhaiya custoer kidhar hai,get_address,augmented_spelling
1 minute late pahunchunga baarish hai,report_delay,augmented_spelling
20 min late pahunchunga accident hai,report_delay,augmented_spelling
item missing hai,order_issue,casual_hindi
yaar bheed ki vjh se ek ghanta late honga,report_delay,abbreviated
petrol khtam ki wajah se 5 min late honga,report_delay,augmented_spelling
ustad petrol khatam ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
location samajh nahi aa rha,navigation_help,abbreviated
15 mins late pahunchunga bheed h,report_delay,abbreviated
15 mins late pahunchunga petrol khatam hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga accident hai,report_delay,augmented_spelling
20 min late pahunchunga petrol khatam hai,report_delay,augmented_spelling
ltae ho jaunga ek ghanta,report_delay,augmented_spelling
bhai map stuck ho gaya h,navigation_help,abbreviated
kripya mujhe aane mein ek ghanta lagenge,report_delay,augmented_spelling
kripya mujhe aane mein 5 min lagenge,report_delay,augmented_spelling
20 min late pahunchunga traffic h,report_delay,abbreviated
late ho jaunga aadh ghanta,report_delay,abbreviated
late ho jaunga 20 min,report_delay,augmented_spelling
20 min late pahuchunga baarish hai,report_delay,augmented_spelling
boss petrol khatam ki waja se 15 mins late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga bheed h,report_delay,abbreviated
15 mins late pahunchunga bheed hai,report_delay,casual_hindi
boss tyre puncture ki wajah se 20 min late honga,report_delay,casual_hindi
gps hang hog aya,navigation_help,augmented_spelling
20 min late pahunchunga petrol khatam hai,report_delay,augmented_spelling
number ot reachable hai,customer_unavailable,augmented_spelling
15 mins late pahunchunga traffic h,report_delay,abbreviated
bhaiya traffic ki wajah se 20 min late hogna,report_delay,augmented_spelling
petrol khatam ke karan delay hoga,report_delay,abbreviated
15 mins late pahunchunga petrol khatam hai,report_delay,casual_hindi
bhai traffic ki wajah se 20 min late honga,report_delay,augmented_spelling
tyre puncture ki wajah se 10 minte late honga,report_delay,augmented_spelling
10 minute late pahunchunga tyre puncture hai,report_delay,augmented_spelling
late ho jaunga aadh ghanta,report_delay,casual_hindi
late ho jaunga 15 mins,report_delay,abbreviated
aadh ghanta late pahunchunga accident hai,report_delay,augmented_spelling
guru baarish ki wajah se 10 minute lte honga,report_delay,augmented_spelling
10 minute late pahunchunga bheedh ai,report_delay,augmented_spelling
yaar petrol khatam ki wajah se 10 minute late honga,report_delay,casual_hindi
15 mins late pahunchunga accident hai,report_delay,casual_hindi
petrol khatam ki vjh se ek ghanta late honga,report_delay,abbreviated
location send karo ustad,get_address,abbreviated
mahoday aagami aadesh ka pata pradan karein,get_address,abbreviated
traffic ki wajah se ek ghanta late honga,report_delay,casual_hindi
guru accident ki wajah se 20 min late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga baairsh hai,report_delay,augmented_spelling
customer mil nahi raha,customer_unavailable,augmented_spelling
bhai accident ki wajah se ek ghatna late honga,report_delay,augmented_spelling
petrol khatam ki wajah se 10 minute late honga,report_delay,casual_hindi
boss baarish ki wajah se 15 mins late honga,report_delay,abbreviated
bhai petrol khatam ki wajah se 5 min late honga,report_delay,casual_hindi
aadh ghanta late pahunchunga petrol khatam hai,report_delay,casual_hindi
yaar baarish ki wajah se 20 min late honga,report_delay,augmented_spelling
galat order de diya h,order_issue,abbreviated
yaar baarish ki wajah se 15 imns late honga,report_delay,augmented_spelling
bawa baarish ki wajah se aadh ghanta lae honga,report_delay,augmented_spelling
guru accident ki wjh se 10 minute late honga,report_delay,abbreviated
10 minute late pahunchunga accident hai,report_delay,abbreviated
aadh ghanta late pahunchunga tyre uncture hai,report_delay,augmented_spelling
15 mins late pahuchunga accident hai,report_delay,augmented_spelling
guru customer kidhar h,get_address,abbreviated
15 mins late pahunchunga baarish hai,report_delay,augmented_spelling
late ho jaunga aadh ghanta,report_delay,abbreviated
gate par koi nahi hai,customer_unavailable,casual_hindi
guru accident ki vjh se 20 min late honga,report_delay,abbreviated
traffic ki wajah se 20 min late honga,report_delay,augmented_spelling
15 mins late pahunchunga bheed h,report_delay,abbreviated
guru accident ki wjh se 10 minute late honga,report_delay,abbreviated
boss baarish ki vjh se 10 minute late honga,report_delay,abbreviated
lateh o jaunga aadh ghanta,report_delay,augmented_spelling
aadh ghanta late pahunchunga petrol khatam hai,report_delay,augmented_spelling
bhaiya petrol khatam ki wajah e 10 minute late honga,report_delay,augmented_spelling
guru petrol khatam ki wajah se 20 in late honga,report_delay,augmented_spelling
boss traffic ki wajah se aadh hganta late honga,report_delay,augmented_spelling
late ho jaunga 5 min,report_delay,abbreviated
yara traffic ki wajah se ek ghanta late honga,report_delay,augmented_spelling
rasta dikhao ustad,navigation_help,abbreviated
bhaiya bheed ki wajah se 15 mins late honga,report_delay,abbreviated
guru csutomer phone nahi utha raha,customer_unavailable,augmented_spelling
bawa traffic ki wajah se 15 min late honga,report_delay,augmented_spelling
15 mins late pahunchunga petrol khatam hai,report_delay,augmented_spelling
order radd karna h,order_issue,abbreviated
10 minute late pahunchunga traffic h,report_delay,abbreviated
gps hang ho gaa,navigation_help,augmented_spelling
bheed ki vjh se 10 minute late honga,report_delay,abbreviated
gps hang ho gaya,navigation_help,augmented_spelling
late ho jaunga 10 minute,report_delay,abbreviated
15 mins late pahunchunga petrol khatam hai,report_delay,augmented_spelling
bhaiya tyre puncture ki wajah se 5 min late honga,report_delay,augmented_spelling
5 min late paunchunga traffic hai,report_delay,augmented_spelling
gps hang ho gaya,navigation_help,abbreviated
bawa tyre puncture ki wajah se 10 minute late honga,report_delay,casual_hindi
10 miunte late pahunchunga accident hai,report_delay,augmented_spelling
darwaza band h,customer_unavailable,abbreviated
ustad accident ki vjh se 10 minute late honga,report_delay,abbreviated
ustad bheed ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
15 mins lat pahunchunga traffic hai,report_delay,augmented_spelling
20 min late pahunchunga traffic h,report_delay,abbreviated
bhai petrol khatam ki wajah se 20 min late honga,report_delay,abbreviated
late ho jaunga 15 mins,report_delay,abbreviated
sir grahak ka location bheejin,get_address,augmented_spelling
sir mujhe aane mein 5 min lagenge,report_delay,formal_hindi
late ho jaunga 15 mins,report_delay,casual_hindi
kripya mujhe aane mein 5 min lagenge,report_delay,abbreviated
bhai baarish ki wajah se aadh ghanta late honga,report_delay,casual_hindi
10 minute late pahunchunga bheed hai,report_delay,abbreviated
bhai traffic ki wajha se 5 min late honga,report_delay,augmented_spelling
traffic ke karan delay hoga,report_delay,formal_hindi
20 min late pahunchunga accident hai,report_delay,augmented_spelling
trfafic ki wajah se 5 min late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga baarish h,report_delay,abbreviated
darwaza band h,customer_unavailable,abbreviated
aadh ghanta late pahunchunga petrol khatam hai,report_delay,abbreviated
15 mins late pahunchunga traffic h,report_delay,abbreviated
petrol khatam ki wajah se ek ghanat late honga,report_delay,augmented_spelling
tyre puncture ki wajh se 15 mins late honga,report_delay,augmented_spelling
bhaiya next order ka adr batao,get_address,abbreviated
20 min late pahunchunga traffic h,report_delay,abbreviated
bhai bheed ki wajah se 10 minute late honga,report_delay,casual_hindi
10 minute late pahunchunga baarish hai,report_delay,augmented_spelling
bhai petrol khatam ki wajah se 20 min late honga,report_delay,augmented_spelling
5 min late pahunchunga accident hai,report_delay,abbreviated
number not reachale hai,customer_unavailable,augmented_spelling
yaar accident ki wajah se 15 mins late honga,report_delay,abbreviated
yaar customer phone ni utha rha,customer_unavailable,abbreviated
boss bheed ki wajah se ek ghanta late honga,report_delay,abbreviated
aadh ghanta late pahunchunga traffic hai,report_delay,augmented_spelling
gps hang ho gaya,navigation_help,casual_hindi
yaar bheed ki wajah se ek ganta late honga,report_delay,augmented_spelling
guru next order ka adr batao,get_address,abbreviated
ek ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
bhai next order ka address batao,get_address,casual_hindi
bhi tyre puncture ki wjh se 5 min late honga,report_delay,abbreviated
yaar accident ki wajah se 5 min late honga,report_delay,abbreviated
gps hang ho gaya,navigation_help,casual_hindi
5 min late pahunchunga baarish hai,report_delay,abbreviated
aadh ghanta late pahunchunga accident h,report_delay,abbreviated
bhai acciednt ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
bhai traffic ki wajh se 10 minute late honga,report_delay,augmented_spelling
guru petrol khatam ki vjh se aadh ghanta late honga,report_delay,abbreviated
aadh ghanta late pahunchunga baarish hai,report_delay,abbreviated
yaar petrol khatam ki wajah se 10 minut elate honga,report_delay,augmented_spelling
bawa tyre puncture ki wajah se 20 min late honga,report_delay,augmented_spelling
rasta dikhao guru,navigation_help,abbreviated
late ho jaunga 20 min,report_delay,abbreviated
bawa bheed ki wjh se 15 mins late honga,report_delay,abbreviated
5 min late pahunchunga traffic hai,report_delay,abbreviated
late ho jaunga 10 minute,report_delay,abbreviated
15 mins late pahunhunga accident hai,report_delay,augmented_spelling
late ho jaunga 5 min,report_delay,abbreviated
5 min late pahunchunga traffic hai,report_delay,casual_hindi
aadh ghanta late pahunchunga bheed hai,report_delay,casual_hindi
10 minute late pahunchunga traffic hai,report_delay,casual_hindi
ustad tyre puncture ki wajah s 20 min late honga,report_delay,augmented_spelling
bawa accident ki wjh se 20 min late honga,report_delay,abbreviated
ustad bheed ki wjh se 10 minute late honga,report_delay,abbreviated
aadh ghanta ltae pahunchunga bheed hai,report_delay,augmented_spelling
gps hang ho gaya,navigation_help,abbreviated
ek ghanta late pahunchunga tyre puncutre hai,report_delay,augmented_spelling
boss bheed ki wajah se 20m in late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga bheed hai,report_delay,abbreviated
20 min late pahunchunga accident hai,report_delay,abbreviated
late ho jaunga aadh ghanta,report_delay,abbreviated
ek ghanta late pahunchunga petrol khatam h,report_delay,abbreviated
item missing hi,order_issue,augmented_spelling
5 min late pahunchunga bheed hai,report_delay,augmented_spelling
10 minute late pahunchunga baarish hai,report_delay,augmented_spelling
bhaiya petrol khatam ki wajah se 15 mins late honga,report_delay,abbreviated
aadh ghanta late pahunchunga petrol khatam hai,report_delay,abbreviated
yaar accident ki wajah se 20 min late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga petrol khatam hai,report_delay,augmented_spelling
item missing hai,order_issue,casual_hindi
ek ghanta late pahunchunga bheed hai,report_delay,casual_hindi
ek ghanta late pahunchunga bheed hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga tyre puncture hai,report_delay,casual_hindi
late ho jaunga 5 min,report_delay,abbreviated
traffic ki wajah se 10 minute late honga,report_delay,augmented_spelling
boss accident ki vjh se ek ghanta late honga,report_delay,abbreviated
5 min late pahunchunga petrol khatam hai,report_delay,augmented_spelling
bhai accident ki vjh se ek ghanta late honga,report_delay,abbreviated
yaar accident ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
bhai bheed ki wajah se 15 mins late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga tyre puncture hai,report_delay,augmented_spelling
yaar baarish ki wajah se ek ghanta late honga,report_delay,abbreviated
aadh ghanta late phunchunga bheed hai,report_delay,augmented_spelling
customer mil ni rha,customer_unavailable,abbreviated
bhaiya bheed ki waja hse 10 minute late honga,report_delay,augmented_spelling
gate par koi nai h yaar,customer_unavailable,abbreviated
20 min late pahunchunga tyre puncture hai,report_delay,casual_hindi
aar bheed ki wajah se ek ghanta late honga,report_delay,augmented_spelling
15 mins late pahunchunga traffic hai,report_delay,casual_hindi
locaion send karo bhaiya,get_address,augmented_spelling
ek ghanta late pahunchunga traffic h,report_delay,abbreviated
20 min late pahunchunga traffic hai,report_delay,augmented_spelling
20 min lat epahunchunga accident hai,report_delay,augmented_spelling
10 minute late pahunchunga petrol khatam h,report_delay,abbreviated
boss bheed ki wajah se 10 minute late honga,report_delay,casual_hindi
20 min late pahnuchunga petrol khatam hai,report_delay,augmented_spelling
location send karo guru,get_address,augmented_spelling
ustad petrol khatam ki vjh se 15 mins late honga,report_delay,abbreviated
yaar bheed ki wajah se2 0 min late honga,report_delay,augmented_spelling
late ho jaunga ek ghanta,report_delay,abbreviated
guru traffic ki vjh se 10 minute late honga,report_delay,abbreviated
10 minute late pahunchunga tyre pncture hai,report_delay,augmented_spelling
boss baarish ki vjh se aadh ghanta late honga,report_delay,abbreviated
bawa accident ki wajah se aadh ghanta late honga,report_delay,casual_hindi
5 min late pahunchunga accident h,report_delay,abbreviated
